id,sender,subject,email_text,label
101,shoppingoffers101@company.org,Investment Opportunity,Huge seasonal sale with limited-time rewards.,Spam
14365,cryptoscam14365@service.co,Win Cash,Join our crypto platform and start earning guaranteed returns.,Spam
27940,personal27940@inbox.net,Course Information,Hope you are doing well and having a great week.,Ham
17224,bankingscam17224@service.co,Win Cash,Security alert detected. Confirm your banking information immediately.,Spam
39495,healthcare39495@mail.com,Support Update,Your medical report is ready for review.,Ham
41596,office41596@support.io,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
48321,healthcare48321@mail.com,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
11010,shoppingoffers11010@company.org,Urgent Verification,Exclusive discount available on premium products today.,Spam
28790,education28790@company.org,Invoice Notice,Please attend the scheduled academic session.,Ham
26379,finance26379@inbox.net,Invoice Notice,Your monthly account statement is now available.,Ham
4966,bankingscam4966@inbox.net,Reward Waiting,Security alert detected. Confirm your banking information immediately.,Spam
38487,support38487@company.org,Support Update,Thank you for contacting customer support.,Ham
30944,education30944@inbox.net,Support Update,Please attend the scheduled academic session.,Ham
13525,phishing13525@mail.com,Exclusive Offer,A security review requires immediate confirmation of your identity.,Spam
4036,cryptoscam4036@inbox.net,Reward Waiting,Limited crypto investment slots available today.,Spam
399,shoppingoffers399@mail.com,Exclusive Offer,Claim your free gift with every purchase while stocks last.,Spam
11938,fakejobs11938@service.co,Investment Opportunity,Work remotely and earn a high monthly income with no experience.,Spam
34355,education34355@inbox.net,Meeting Reminder,The course materials have been uploaded to the portal.,Ham
41277,office41277@inbox.net,Project Update,Kindly provide your feedback on the latest proposal.,Ham
24789,shoppingoffers24789@inbox.net,Reward Waiting,Exclusive discount available on premium products today.,Spam
11545,bankingscam11545@company.org,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
35460,healthcare35460@mail.com,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
23464,lottery23464@company.org,Claim Prize,You have won a grand prize. Complete the claim process now.,Spam
23802,fakejobs23802@mail.com,Urgent Verification,Work remotely and earn a high monthly income with no experience.,Spam
47327,healthcare47327@service.co,Support Update,Reminder for your upcoming health checkup appointment.,Ham
40253,support40253@inbox.net,Course Information,Your support ticket has been updated by our team.,Ham
38644,personal38644@inbox.net,Support Update,Looking forward to catching up with you soon.,Ham
10408,fakejobs10408@inbox.net,Claim Prize,Immediate hiring for online positions with attractive salaries.,Spam
20087,cryptoscam20087@service.co,Limited Time Deal,Limited crypto investment slots available today.,Spam
22527,lottery22527@service.co,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
17039,phishing17039@company.org,Exclusive Offer,A security review requires immediate confirmation of your identity.,Spam
43234,personal43234@support.io,Course Information,Thank you for your support and assistance.,Ham
17480,phishing17480@support.io,Urgent Verification,Your email account password is expiring. Update credentials now.,Spam
34957,education34957@inbox.net,Support Update,Please attend the scheduled academic session.,Ham
8558,cryptoscam8558@service.co,Reward Waiting,Join our crypto platform and start earning guaranteed returns.,Spam
7600,shoppingoffers7600@company.org,Urgent Verification,Huge seasonal sale with limited-time rewards.,Spam
14266,shoppingoffers14266@service.co,Limited Time Deal,Exclusive discount available on premium products today.,Spam
10135,shoppingoffers10135@service.co,Limited Time Deal,Huge seasonal sale with limited-time rewards.,Spam
10683,cryptoscam10683@inbox.net,Claim Prize,Double your investment with this exclusive crypto opportunity.,Spam
1646,lottery1646@inbox.net,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
4157,bankingscam4157@support.io,Exclusive Offer,Security alert detected. Confirm your banking information immediately.,Spam
26261,finance26261@support.io,Support Update,Please review the attached invoice for processing.,Ham
41777,healthcare41777@service.co,Invoice Notice,Please follow the instructions shared by your healthcare provider.,Ham
16915,phishing16915@mail.com,Limited Time Deal,A security review requires immediate confirmation of your identity.,Spam
7186,lottery7186@support.io,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
430,shoppingoffers430@company.org,Claim Prize,Exclusive discount available on premium products today.,Spam
46040,support46040@service.co,Meeting Reminder,Your support ticket has been updated by our team.,Ham
22895,fakejobs22895@inbox.net,Win Cash,Work remotely and earn a high monthly income with no experience.,Spam
10537,phishing10537@inbox.net,Investment Opportunity,A security review requires immediate confirmation of your identity.,Spam
14599,lottery14599@service.co,Win Cash,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
26984,office26984@service.co,Appointment Reminder,Please review the project update before tomorrow's meeting.,Ham
25892,personal25892@company.org,Appointment Reminder,Hope you are doing well and having a great week.,Ham
14455,fakejobs14455@support.io,Reward Waiting,Start your dream job from home and get paid weekly.,Spam
47052,support47052@support.io,Project Update,We have resolved the issue reported in your request.,Ham
25464,personal25464@service.co,Invoice Notice,Hope you are doing well and having a great week.,Ham
38137,office38137@company.org,Project Update,Please review the project update before tomorrow's meeting.,Ham
19101,shoppingoffers19101@support.io,Claim Prize,Claim your free gift with every purchase while stocks last.,Spam
38436,healthcare38436@service.co,Support Update,Reminder for your upcoming health checkup appointment.,Ham
3525,shoppingoffers3525@service.co,Reward Waiting,Exclusive discount available on premium products today.,Spam
47328,support47328@service.co,Project Update,Your support ticket has been updated by our team.,Ham
11164,cryptoscam11164@mail.com,Win Cash,Join our crypto platform and start earning guaranteed returns.,Spam
11069,shoppingoffers11069@inbox.net,Limited Time Deal,Huge seasonal sale with limited-time rewards.,Spam
49478,office49478@service.co,Meeting Reminder,Kindly provide your feedback on the latest proposal.,Ham
45104,personal45104@company.org,Appointment Reminder,Thank you for your support and assistance.,Ham
49690,education49690@support.io,Appointment Reminder,Your assignment submission deadline is approaching.,Ham
5491,phishing5491@mail.com,Investment Opportunity,Your email account password is expiring. Update credentials now.,Spam
10053,phishing10053@mail.com,Investment Opportunity,Your email account password is expiring. Update credentials now.,Spam
42574,finance42574@mail.com,Course Information,Please review the attached invoice for processing.,Ham
17493,bankingscam17493@service.co,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
11375,bankingscam11375@service.co,Win Cash,Unusual activity found on your account. Verify your details.,Spam
5752,phishing5752@company.org,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
33373,finance33373@company.org,Appointment Reminder,Please review the attached invoice for processing.,Ham
26570,healthcare26570@service.co,Invoice Notice,Please follow the instructions shared by your healthcare provider.,Ham
30621,office30621@company.org,Appointment Reminder,Please review the project update before tomorrow's meeting.,Ham
48728,personal48728@inbox.net,Meeting Reminder,Hope you are doing well and having a great week.,Ham
10743,fakejobs10743@service.co,Limited Time Deal,Work remotely and earn a high monthly income with no experience.,Spam
13050,lottery13050@support.io,Exclusive Offer,Your lucky ticket has been chosen for a cash reward.,Spam
36115,office36115@inbox.net,Support Update,Please review the project update before tomorrow's meeting.,Ham
8528,phishing8528@inbox.net,Claim Prize,Verify your login information to maintain account access.,Spam
49140,education49140@support.io,Course Information,Please attend the scheduled academic session.,Ham
17739,shoppingoffers17739@service.co,Reward Waiting,Huge seasonal sale with limited-time rewards.,Spam
1234,bankingscam1234@mail.com,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
48188,personal48188@service.co,Invoice Notice,Hope you are doing well and having a great week.,Ham
45548,education45548@company.org,Support Update,Your assignment submission deadline is approaching.,Ham
15912,cryptoscam15912@company.org,Win Cash,Double your investment with this exclusive crypto opportunity.,Spam
30604,education30604@inbox.net,Meeting Reminder,Your assignment submission deadline is approaching.,Ham
10576,fakejobs10576@support.io,Limited Time Deal,Immediate hiring for online positions with attractive salaries.,Spam
26327,office26327@inbox.net,Meeting Reminder,The team meeting agenda has been shared for discussion.,Ham
23725,cryptoscam23725@inbox.net,Exclusive Offer,Double your investment with this exclusive crypto opportunity.,Spam
393,phishing393@support.io,Investment Opportunity,Verify your login information to maintain account access.,Spam
28048,office28048@support.io,Support Update,The team meeting agenda has been shared for discussion.,Ham
24332,bankingscam24332@support.io,Claim Prize,Your bank account requires urgent verification to avoid suspension.,Spam
39334,personal39334@company.org,Invoice Notice,Hope you are doing well and having a great week.,Ham
41549,healthcare41549@mail.com,Appointment Reminder,Your medical report is ready for review.,Ham
45384,personal45384@company.org,Meeting Reminder,Thank you for your support and assistance.,Ham
14983,shoppingoffers14983@inbox.net,Claim Prize,Exclusive discount available on premium products today.,Spam
24743,shoppingoffers24743@service.co,Urgent Verification,Huge seasonal sale with limited-time rewards.,Spam
20589,fakejobs20589@company.org,Claim Prize,Start your dream job from home and get paid weekly.,Spam
5852,fakejobs5852@service.co,Win Cash,Work remotely and earn a high monthly income with no experience.,Spam
20938,lottery20938@service.co,Win Cash,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
10052,fakejobs10052@support.io,Investment Opportunity,Start your dream job from home and get paid weekly.,Spam
41589,finance41589@service.co,Project Update,Your monthly account statement is now available.,Ham
5249,shoppingoffers5249@mail.com,Investment Opportunity,Exclusive discount available on premium products today.,Spam
11560,bankingscam11560@service.co,Reward Waiting,Unusual activity found on your account. Verify your details.,Spam
230,shoppingoffers230@inbox.net,Win Cash,Exclusive discount available on premium products today.,Spam
1715,bankingscam1715@service.co,Limited Time Deal,Unusual activity found on your account. Verify your details.,Spam
23140,fakejobs23140@service.co,Limited Time Deal,Start your dream job from home and get paid weekly.,Spam
18978,cryptoscam18978@support.io,Exclusive Offer,Limited crypto investment slots available today.,Spam
44766,personal44766@company.org,Support Update,Hope you are doing well and having a great week.,Ham
14903,cryptoscam14903@company.org,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
39583,education39583@service.co,Appointment Reminder,Please attend the scheduled academic session.,Ham
47048,personal47048@company.org,Course Information,Thank you for your support and assistance.,Ham
21999,phishing21999@support.io,Investment Opportunity,A security review requires immediate confirmation of your identity.,Spam
12133,bankingscam12133@inbox.net,Claim Prize,Unusual activity found on your account. Verify your details.,Spam
49388,personal49388@company.org,Support Update,Thank you for your support and assistance.,Ham
39766,finance39766@support.io,Meeting Reminder,Your monthly account statement is now available.,Ham
46379,personal46379@service.co,Course Information,Hope you are doing well and having a great week.,Ham
2993,shoppingoffers2993@company.org,Exclusive Offer,Exclusive discount available on premium products today.,Spam
30964,personal30964@company.org,Project Update,Hope you are doing well and having a great week.,Ham
14799,bankingscam14799@mail.com,Investment Opportunity,Unusual activity found on your account. Verify your details.,Spam
46404,finance46404@service.co,Project Update,Please review the attached invoice for processing.,Ham
6713,phishing6713@company.org,Reward Waiting,Your email account password is expiring. Update credentials now.,Spam
3166,bankingscam3166@inbox.net,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
30980,office30980@company.org,Meeting Reminder,Please review the project update before tomorrow's meeting.,Ham
5500,lottery5500@mail.com,Win Cash,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
44207,education44207@inbox.net,Invoice Notice,Your assignment submission deadline is approaching.,Ham
10373,lottery10373@inbox.net,Urgent Verification,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
5619,bankingscam5619@mail.com,Claim Prize,Unusual activity found on your account. Verify your details.,Spam
24493,cryptoscam24493@support.io,Investment Opportunity,Double your investment with this exclusive crypto opportunity.,Spam
38603,education38603@service.co,Appointment Reminder,The course materials have been uploaded to the portal.,Ham
113,lottery113@inbox.net,Investment Opportunity,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
16491,bankingscam16491@company.org,Win Cash,Your bank account requires urgent verification to avoid suspension.,Spam
43013,healthcare43013@support.io,Invoice Notice,Reminder for your upcoming health checkup appointment.,Ham
17329,fakejobs17329@mail.com,Exclusive Offer,Work remotely and earn a high monthly income with no experience.,Spam
34775,office34775@support.io,Project Update,Kindly provide your feedback on the latest proposal.,Ham
27246,support27246@support.io,Meeting Reminder,Your support ticket has been updated by our team.,Ham
14425,bankingscam14425@mail.com,Investment Opportunity,Your bank account requires urgent verification to avoid suspension.,Spam
17031,phishing17031@company.org,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
27507,support27507@service.co,Project Update,Thank you for contacting customer support.,Ham
9399,lottery9399@support.io,Reward Waiting,You have won a grand prize. Complete the claim process now.,Spam
35257,healthcare35257@service.co,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
26548,healthcare26548@service.co,Meeting Reminder,Please follow the instructions shared by your healthcare provider.,Ham
17254,bankingscam17254@company.org,Limited Time Deal,Unusual activity found on your account. Verify your details.,Spam
36383,office36383@service.co,Appointment Reminder,Please review the project update before tomorrow's meeting.,Ham
37384,support37384@service.co,Course Information,Your support ticket has been updated by our team.,Ham
11619,bankingscam11619@company.org,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
18634,bankingscam18634@company.org,Win Cash,Security alert detected. Confirm your banking information immediately.,Spam
43187,education43187@mail.com,Course Information,Your assignment submission deadline is approaching.,Ham
29002,office29002@mail.com,Support Update,Kindly provide your feedback on the latest proposal.,Ham
47022,office47022@company.org,Project Update,Please review the project update before tomorrow's meeting.,Ham
36206,support36206@inbox.net,Invoice Notice,Your support ticket has been updated by our team.,Ham
7628,shoppingoffers7628@service.co,Reward Waiting,Exclusive discount available on premium products today.,Spam
24179,bankingscam24179@mail.com,Exclusive Offer,Security alert detected. Confirm your banking information immediately.,Spam
37897,personal37897@support.io,Invoice Notice,Looking forward to catching up with you soon.,Ham
4750,bankingscam4750@service.co,Urgent Verification,Your bank account requires urgent verification to avoid suspension.,Spam
22310,shoppingoffers22310@service.co,Win Cash,Exclusive discount available on premium products today.,Spam
13379,lottery13379@company.org,Win Cash,You have won a grand prize. Complete the claim process now.,Spam
27338,support27338@company.org,Meeting Reminder,Thank you for contacting customer support.,Ham
12928,phishing12928@mail.com,Exclusive Offer,Verify your login information to maintain account access.,Spam
15693,lottery15693@support.io,Limited Time Deal,You have won a grand prize. Complete the claim process now.,Spam
42951,education42951@inbox.net,Invoice Notice,Please attend the scheduled academic session.,Ham
29873,healthcare29873@service.co,Project Update,Please follow the instructions shared by your healthcare provider.,Ham
47874,office47874@service.co,Course Information,Please review the project update before tomorrow's meeting.,Ham
42832,office42832@company.org,Invoice Notice,Kindly provide your feedback on the latest proposal.,Ham
29988,office29988@support.io,Appointment Reminder,The team meeting agenda has been shared for discussion.,Ham
35635,education35635@mail.com,Project Update,Your assignment submission deadline is approaching.,Ham
11174,phishing11174@company.org,Win Cash,Your email account password is expiring. Update credentials now.,Spam
16198,bankingscam16198@support.io,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
5878,bankingscam5878@support.io,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
42720,personal42720@service.co,Meeting Reminder,Looking forward to catching up with you soon.,Ham
16022,lottery16022@company.org,Exclusive Offer,You have won a grand prize. Complete the claim process now.,Spam
31328,office31328@support.io,Invoice Notice,The team meeting agenda has been shared for discussion.,Ham
42068,finance42068@mail.com,Project Update,Payment confirmation has been successfully received.,Ham
48672,education48672@service.co,Course Information,Your assignment submission deadline is approaching.,Ham
39371,finance39371@company.org,Meeting Reminder,Your monthly account statement is now available.,Ham
43838,education43838@support.io,Support Update,The course materials have been uploaded to the portal.,Ham
16047,cryptoscam16047@support.io,Win Cash,Join our crypto platform and start earning guaranteed returns.,Spam
12690,phishing12690@service.co,Reward Waiting,Verify your login information to maintain account access.,Spam
4193,phishing4193@support.io,Reward Waiting,Your email account password is expiring. Update credentials now.,Spam
7239,bankingscam7239@mail.com,Exclusive Offer,Security alert detected. Confirm your banking information immediately.,Spam
10885,bankingscam10885@inbox.net,Claim Prize,Your bank account requires urgent verification to avoid suspension.,Spam
27117,support27117@company.org,Meeting Reminder,Thank you for contacting customer support.,Ham
17189,bankingscam17189@inbox.net,Win Cash,Security alert detected. Confirm your banking information immediately.,Spam
7254,fakejobs7254@mail.com,Reward Waiting,Work remotely and earn a high monthly income with no experience.,Spam
18918,fakejobs18918@inbox.net,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
40233,office40233@mail.com,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
12053,lottery12053@inbox.net,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
14925,phishing14925@mail.com,Win Cash,Verify your login information to maintain account access.,Spam
31643,personal31643@support.io,Project Update,Thank you for your support and assistance.,Ham
47118,healthcare47118@service.co,Invoice Notice,Your medical report is ready for review.,Ham
16920,shoppingoffers16920@inbox.net,Exclusive Offer,Claim your free gift with every purchase while stocks last.,Spam
27590,office27590@service.co,Appointment Reminder,Kindly provide your feedback on the latest proposal.,Ham
23030,fakejobs23030@company.org,Claim Prize,Start your dream job from home and get paid weekly.,Spam
44599,education44599@service.co,Course Information,Your assignment submission deadline is approaching.,Ham
33173,personal33173@service.co,Invoice Notice,Looking forward to catching up with you soon.,Ham
9227,fakejobs9227@company.org,Investment Opportunity,Work remotely and earn a high monthly income with no experience.,Spam
18647,fakejobs18647@service.co,Limited Time Deal,Work remotely and earn a high monthly income with no experience.,Spam
3381,bankingscam3381@service.co,Claim Prize,Security alert detected. Confirm your banking information immediately.,Spam
22955,shoppingoffers22955@service.co,Exclusive Offer,Huge seasonal sale with limited-time rewards.,Spam
1475,bankingscam1475@support.io,Claim Prize,Your bank account requires urgent verification to avoid suspension.,Spam
20451,lottery20451@service.co,Limited Time Deal,Your lucky ticket has been chosen for a cash reward.,Spam
18029,bankingscam18029@inbox.net,Investment Opportunity,Security alert detected. Confirm your banking information immediately.,Spam
29432,support29432@company.org,Course Information,Thank you for contacting customer support.,Ham
20933,fakejobs20933@mail.com,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
23957,cryptoscam23957@service.co,Urgent Verification,Join our crypto platform and start earning guaranteed returns.,Spam
6218,bankingscam6218@inbox.net,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
11943,shoppingoffers11943@mail.com,Win Cash,Huge seasonal sale with limited-time rewards.,Spam
44711,office44711@support.io,Project Update,The team meeting agenda has been shared for discussion.,Ham
7942,phishing7942@company.org,Exclusive Offer,Your email account password is expiring. Update credentials now.,Spam
21848,bankingscam21848@support.io,Exclusive Offer,Your bank account requires urgent verification to avoid suspension.,Spam
44266,healthcare44266@support.io,Invoice Notice,Your medical report is ready for review.,Ham
49845,personal49845@mail.com,Project Update,Hope you are doing well and having a great week.,Ham
5073,phishing5073@service.co,Win Cash,Your email account password is expiring. Update credentials now.,Spam
25282,healthcare25282@service.co,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
23081,lottery23081@support.io,Investment Opportunity,Your lucky ticket has been chosen for a cash reward.,Spam
21295,shoppingoffers21295@service.co,Investment Opportunity,Huge seasonal sale with limited-time rewards.,Spam
16993,phishing16993@support.io,Exclusive Offer,Your email account password is expiring. Update credentials now.,Spam
19818,fakejobs19818@company.org,Win Cash,Work remotely and earn a high monthly income with no experience.,Spam
23274,fakejobs23274@service.co,Investment Opportunity,Immediate hiring for online positions with attractive salaries.,Spam
41078,support41078@support.io,Meeting Reminder,We have resolved the issue reported in your request.,Ham
36723,personal36723@company.org,Appointment Reminder,Looking forward to catching up with you soon.,Ham
10190,phishing10190@support.io,Exclusive Offer,Verify your login information to maintain account access.,Spam
44365,office44365@service.co,Course Information,Please review the project update before tomorrow's meeting.,Ham
3709,fakejobs3709@mail.com,Investment Opportunity,Immediate hiring for online positions with attractive salaries.,Spam
34570,support34570@mail.com,Project Update,Thank you for contacting customer support.,Ham
1274,shoppingoffers1274@service.co,Limited Time Deal,Claim your free gift with every purchase while stocks last.,Spam
2880,lottery2880@support.io,Reward Waiting,Your lucky ticket has been chosen for a cash reward.,Spam
28186,office28186@mail.com,Invoice Notice,The team meeting agenda has been shared for discussion.,Ham
18109,fakejobs18109@mail.com,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
45177,office45177@mail.com,Course Information,Please review the project update before tomorrow's meeting.,Ham
1973,shoppingoffers1973@mail.com,Win Cash,Huge seasonal sale with limited-time rewards.,Spam
23583,lottery23583@support.io,Investment Opportunity,Your lucky ticket has been chosen for a cash reward.,Spam
37975,personal37975@support.io,Project Update,Looking forward to catching up with you soon.,Ham
41864,education41864@mail.com,Appointment Reminder,Your assignment submission deadline is approaching.,Ham
14827,bankingscam14827@mail.com,Claim Prize,Security alert detected. Confirm your banking information immediately.,Spam
29264,education29264@support.io,Course Information,The course materials have been uploaded to the portal.,Ham
18011,fakejobs18011@service.co,Win Cash,Immediate hiring for online positions with attractive salaries.,Spam
819,phishing819@service.co,Win Cash,A security review requires immediate confirmation of your identity.,Spam
37711,finance37711@company.org,Appointment Reminder,Please review the attached invoice for processing.,Ham
10752,phishing10752@service.co,Limited Time Deal,Verify your login information to maintain account access.,Spam
3975,cryptoscam3975@support.io,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
21715,lottery21715@service.co,Win Cash,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
23284,shoppingoffers23284@support.io,Exclusive Offer,Exclusive discount available on premium products today.,Spam
31808,education31808@service.co,Course Information,Please attend the scheduled academic session.,Ham
32213,finance32213@mail.com,Invoice Notice,Payment confirmation has been successfully received.,Ham
36258,personal36258@support.io,Invoice Notice,Looking forward to catching up with you soon.,Ham
29643,healthcare29643@mail.com,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
15983,bankingscam15983@service.co,Limited Time Deal,Unusual activity found on your account. Verify your details.,Spam
35740,education35740@service.co,Project Update,Please attend the scheduled academic session.,Ham
20283,fakejobs20283@service.co,Win Cash,Start your dream job from home and get paid weekly.,Spam
20294,fakejobs20294@mail.com,Investment Opportunity,Immediate hiring for online positions with attractive salaries.,Spam
19429,cryptoscam19429@mail.com,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
23451,fakejobs23451@mail.com,Investment Opportunity,Start your dream job from home and get paid weekly.,Spam
44166,office44166@mail.com,Meeting Reminder,Kindly provide your feedback on the latest proposal.,Ham
44010,support44010@inbox.net,Course Information,Thank you for contacting customer support.,Ham
40362,finance40362@inbox.net,Meeting Reminder,Payment confirmation has been successfully received.,Ham
18597,shoppingoffers18597@service.co,Reward Waiting,Claim your free gift with every purchase while stocks last.,Spam
37488,office37488@company.org,Project Update,Kindly provide your feedback on the latest proposal.,Ham
41605,finance41605@inbox.net,Support Update,Please review the attached invoice for processing.,Ham
2067,phishing2067@support.io,Win Cash,A security review requires immediate confirmation of your identity.,Spam
38902,finance38902@support.io,Project Update,Payment confirmation has been successfully received.,Ham
43485,finance43485@support.io,Support Update,Your monthly account statement is now available.,Ham
49429,support49429@mail.com,Project Update,Your support ticket has been updated by our team.,Ham
17346,phishing17346@company.org,Exclusive Offer,Your email account password is expiring. Update credentials now.,Spam
3292,cryptoscam3292@inbox.net,Limited Time Deal,Limited crypto investment slots available today.,Spam
43625,personal43625@company.org,Project Update,Thank you for your support and assistance.,Ham
10029,fakejobs10029@inbox.net,Exclusive Offer,Start your dream job from home and get paid weekly.,Spam
1152,bankingscam1152@support.io,Investment Opportunity,Unusual activity found on your account. Verify your details.,Spam
34157,support34157@mail.com,Support Update,We have resolved the issue reported in your request.,Ham
7083,bankingscam7083@mail.com,Exclusive Offer,Security alert detected. Confirm your banking information immediately.,Spam
12619,bankingscam12619@mail.com,Exclusive Offer,Security alert detected. Confirm your banking information immediately.,Spam
30552,office30552@company.org,Project Update,The team meeting agenda has been shared for discussion.,Ham
46275,support46275@support.io,Appointment Reminder,Your support ticket has been updated by our team.,Ham
3354,cryptoscam3354@support.io,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
18796,fakejobs18796@mail.com,Exclusive Offer,Start your dream job from home and get paid weekly.,Spam
21303,fakejobs21303@inbox.net,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
2053,bankingscam2053@mail.com,Win Cash,Your bank account requires urgent verification to avoid suspension.,Spam
17866,phishing17866@mail.com,Exclusive Offer,Your email account password is expiring. Update credentials now.,Spam
34896,personal34896@inbox.net,Project Update,Looking forward to catching up with you soon.,Ham
25657,education25657@mail.com,Course Information,Please attend the scheduled academic session.,Ham
14957,lottery14957@support.io,Urgent Verification,You have won a grand prize. Complete the claim process now.,Spam
46241,personal46241@service.co,Course Information,Hope you are doing well and having a great week.,Ham
10325,fakejobs10325@company.org,Reward Waiting,Start your dream job from home and get paid weekly.,Spam
44628,personal44628@mail.com,Appointment Reminder,Looking forward to catching up with you soon.,Ham
9365,lottery9365@service.co,Exclusive Offer,You have won a grand prize. Complete the claim process now.,Spam
23086,lottery23086@inbox.net,Win Cash,Your lucky ticket has been chosen for a cash reward.,Spam
25166,office25166@company.org,Appointment Reminder,Kindly provide your feedback on the latest proposal.,Ham
31885,office31885@inbox.net,Project Update,The team meeting agenda has been shared for discussion.,Ham
36813,education36813@mail.com,Appointment Reminder,The course materials have been uploaded to the portal.,Ham
19122,phishing19122@inbox.net,Reward Waiting,A security review requires immediate confirmation of your identity.,Spam
37410,personal37410@inbox.net,Appointment Reminder,Looking forward to catching up with you soon.,Ham
49301,office49301@support.io,Course Information,The team meeting agenda has been shared for discussion.,Ham
3035,phishing3035@mail.com,Investment Opportunity,Verify your login information to maintain account access.,Spam
26801,personal26801@support.io,Appointment Reminder,Hope you are doing well and having a great week.,Ham
32837,finance32837@inbox.net,Course Information,Please review the attached invoice for processing.,Ham
17914,lottery17914@service.co,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
32918,finance32918@mail.com,Project Update,Payment confirmation has been successfully received.,Ham
23845,lottery23845@inbox.net,Exclusive Offer,You have won a grand prize. Complete the claim process now.,Spam
49288,personal49288@mail.com,Invoice Notice,Thank you for your support and assistance.,Ham
122,shoppingoffers122@inbox.net,Exclusive Offer,Exclusive discount available on premium products today.,Spam
45813,personal45813@service.co,Invoice Notice,Looking forward to catching up with you soon.,Ham
35692,office35692@support.io,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
7384,bankingscam7384@company.org,Win Cash,Unusual activity found on your account. Verify your details.,Spam
3851,lottery3851@company.org,Exclusive Offer,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
20480,bankingscam20480@support.io,Urgent Verification,Unusual activity found on your account. Verify your details.,Spam
3791,lottery3791@support.io,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
12702,bankingscam12702@support.io,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
47039,education47039@company.org,Support Update,Please attend the scheduled academic session.,Ham
8879,shoppingoffers8879@service.co,Investment Opportunity,Huge seasonal sale with limited-time rewards.,Spam
2136,phishing2136@inbox.net,Limited Time Deal,Verify your login information to maintain account access.,Spam
28310,education28310@mail.com,Appointment Reminder,Please attend the scheduled academic session.,Ham
4062,phishing4062@support.io,Investment Opportunity,A security review requires immediate confirmation of your identity.,Spam
44491,healthcare44491@service.co,Course Information,Please follow the instructions shared by your healthcare provider.,Ham
4558,phishing4558@support.io,Limited Time Deal,Verify your login information to maintain account access.,Spam
7576,phishing7576@service.co,Limited Time Deal,Your email account password is expiring. Update credentials now.,Spam
26082,healthcare26082@mail.com,Course Information,Please follow the instructions shared by your healthcare provider.,Ham
40095,education40095@inbox.net,Support Update,The course materials have been uploaded to the portal.,Ham
35991,finance35991@company.org,Invoice Notice,Payment confirmation has been successfully received.,Ham
15446,shoppingoffers15446@company.org,Limited Time Deal,Claim your free gift with every purchase while stocks last.,Spam
17648,phishing17648@service.co,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
5511,fakejobs5511@support.io,Exclusive Offer,Work remotely and earn a high monthly income with no experience.,Spam
45237,office45237@service.co,Support Update,Kindly provide your feedback on the latest proposal.,Ham
20726,phishing20726@service.co,Urgent Verification,Your email account password is expiring. Update credentials now.,Spam
13562,cryptoscam13562@inbox.net,Reward Waiting,Limited crypto investment slots available today.,Spam
8354,shoppingoffers8354@support.io,Limited Time Deal,Huge seasonal sale with limited-time rewards.,Spam
